"Name","Dates associated with name","Type of name","Role","Other names","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"R. Havell & Son","","organisation","printmaker","R. Havell & Son, printmaker [organisation] ; Havell, Robert, 1769-1832, printmaker [person] ; George, IV, King of Great Britain, 1762-1830 [person] ; George, III, King of Great Britain, 1738-1820 [person] ; Walmsley, Thomas, 1763-1805 or 1806, artist [person] ; Havell, Daniel, -approximately 1826, printmaker [person]","004923499","Monograph","Still image ; Two-dimensional nonprojectable graphic","Sheet","","","MISCELLANEOUS BRITISH SCENERY. No 2nd Plate 4th. St David's Head S.W. = PAЇSAGES ANGLAIS. No2nd, Planche 4me. Vuê de la Pointe de St David","","","","England","London","James Daniell Engraver 480 Strand ; Londrés chez James Daniell Graveur 480 Strand","1810","","1 print, aquatint and etching with hand-colouring, sheet 45.7 x 60.7 cm","704.943642962","Maps K.Top.47.85.g","Bodies of water--Wales--Pembrokeshire Coast National Park--1810-1820 ; Boats--Wales--Pembrokeshire Coast National Park--Pictorial works ; Pembrokeshire Coast National Park (Wales)--Pictorial works ; Rocks--Wales--Pembrokeshire Coast National Park--1810-1820","Aquatint ; Etching ; Pictorial work ; Plan or view","English","Titled 'S.W. View of Saint David's Head, by Walmsley, engraved by R. and D. Havell, 1810.' in the Catalogue of Maps, Prints, Drawings, etc, forming the geographical and topographical collection attached to the Library of his late Majesty King George the third, etc, London, 1829"
"Raikes, R. D.","","person","","Raikes, R. D. [person] ; Brecon Beacons National Park Authority [organisation]","013063482","Monograph","Language material ; Text","Sheet","GBA488948","","Victim of the Beacons : the story of little Tommy Jones","","","","Wales","Brecon","Brecon Beacons National Park","1999","2nd edition","1 folded sheet (6 pages), illustrations, maps, portraits, 30 cm","","","Brecon Beacons National Park (Wales)--History ; Jones, Tommy ; Missing children--Wales--Brecon Beacons","","English","Based on an article by R.D. Raikes, the Brecon and Radnor Express; reports in the Brecon County Times for 1900; and material supplied by Idris Jones, A.W. Leonard, K.M. Martin. N.H.E. Phillips and R. Mackintosh ; Originally published : 1972"
"Raikes, R. D.","","person","","Raikes, R. D. [person] ; Brecon Beacons National Park Committee [organisation]","006684274","Monograph","Language material ; Text","Sheet","GB9458720","","Victim of the Beacons : the story of little Tommy Jones","","","","Wales","Brecon","Brecon Beacons National Park Committee","1993","2nd edition","1 sheet, illustrations, maps, portraits, 30 x 42 cm, folded to 30 x 14 cm","942.956092","HS.74/1041 (50)","Missing children--Wales--Brecon Beacons ; Brecon Beacons National Park (Wales)--History ; Jones, Tommy ; Children--Death","","English","Previous edition: 1972"
"Raistrick, Arthur","","person","","Raistrick, Arthur [person] ; Yorkshire Dales National Park Committee (North Yorkshire, England) [organisation]","010396832","Monograph","Language material ; Text","Volume","","","Monks and shepherds in the Yorkshire Dales","","","","","","Yorkshire Dales National Park Committee","1980","","","","84/17461","","","English",""
"Raistrick, Arthur","","person","","Raistrick, Arthur [person] ; Yorkshire Dales National Park Committee (North Yorkshire, England) [organisation]","012688411","Monograph","Language material ; Text","Volume","GB7705919","9780905455044","Monks & shepherds in the Yorkshire Dales","","","","England","Leyburn ; Yorebridge House, Bainbridge, Leyburn, N Yorkshire","Yorkshire Dales National Park Committee","1976","","3, 22, 1 page, illustrations, 1 map, 21 cm","333.3220942841","77/13533 ; BS.116/153","Bolton Abbey (Bolton Abbey, England) ; Fountains Abbey (North Yorkshire, England) ; Church property--England--Craven, N. Yorkshire--History ; Yorkshire Dales (England)--Church history ; North Yorkshire--Craven (District)--Ecclesiastical estates--Estates of Fountains Abbey, Ripon--1150-1780","","English",""
"Raistrick, Arthur","","person","","Raistrick, Arthur [person]","008791565","Monograph","Language material ; Text","Volume","GB8123022","9780852066416","Lead mining in the Yorkshire Dales","","","","England","Lancaster","Dalesman","1981","","40 pages, illustrations, 19 cm","338.2744094284","X.629/15638","Yorkshire Dales National Park (England)--Industries--History ; Lead mines and mining--England--Yorkshire Dales National Park--History ; North Yorkshire--Dales--Lead mining industries--to 1905","","English","Originally published: 1972"
"Ramage, Ros","","person","","Lake District National Park Authority [organisation] ; Ramage, Ros [person] ; Bingham, Heather [person] ; Cumbria (England), Education Department [organisation]","007438756","Monograph","Language material ; Text","Volume","GB8814424","9780906421086","Learning to live with tourism : for teachers, highlighting some issues relating to settlement and tourism in the Lake District National Park","","GCSE resource guide","2 [GCSE resource guide]","England","Windermere","Cumbria Education Department ; Lake District National Park Authority","1988","","96 pages, illustrations (some colour), maps (some colour), 1 facsimile, 30 cm","333.783094278","BS.32/243 ; q90/20433","Lake District National Park (England) ; Cumbria--Lake District--National parks--Lake District National Park","","English","At head of title: Lake District National Park ; Includes index"
"Ramage, Ros","","person","","Lake District National Park Authority [organisation] ; Ramage, Ros [person] ; Bingham, Heather [person] ; Cumbria (England), Education Department [organisation]","007438757","Monograph","Language material ; Text","Volume","GB8929761","9780906421093","Choices for farmers : for teachers, highlighting some issues relating to hill farming in the Lake District today and into the future","","GCSE resource guide","3 [GCSE resource guide]","England","Windermere","Cumbria Education Department ; Lake District National Park Authority","1989","","96 pages, illustrations (some colour), maps (some colour), 30 cm","333.783094278","YK.1990.b.4834","Lake District National Park (England)--Periodicals ; Cumbria--Lake District--National parks--Lake District National Park","","English","At head of title: Lake District National Park ; Includes index"
"Ramage, Rosalind","","person","","Bingham, Heather [person] ; Ramage, Rosalind [person]","011039450","Monograph","Language material ; Text","Volume","","9780906421109","The Lake District National Park : a fragile environment?","A fragile environment?","GCSE resource guide","4 [GCSE resource guide]","England","Windermere","Lake District Park Authority","1990","","","","q90/21761","","","English",""
"Ramage, Rosalind","","person","","Lake District National Park Authority [organisation] ; Cumbria (England), Education Department [organisation] ; Bingham, Heather [person] ; Ramage, Rosalind [person]","007438758","Monograph","Language material ; Text","Volume","GB9006144","9780906421109","A fragile environment? : for teachers, highlighting some issues relating to the environment of the Lake District National Park","","GCSE resource guide","4 [GCSE resource guide]","England","Windermere","Cumbria Education Department ; Lake District National Park Authority","1990","","80 pages, illustrations, maps, 30 cm","333.783094278","YK.1990.b.9390","Lake District National Park (England)--Periodicals ; Cumbria--Lake District--National parks--Lake District National Park","","English","At head of title: Lake District National Park ; Includes index"
"Ramblers' Association","","organisation","","Ramblers' Association [organisation] ; Commons, Open Spaces and Footpaths Preservation Society [organisation]","006971788","Monograph","Language material ; Text","Volume","GB5005333","","Surveys and maps of public rights of way for purposes of part 4 of the National Parks and Access to the Countryside Act, 1949 : memorandum prepared by the Commons,Open Spaces and Footpaths Preservation Society in collaboration with the Ramblers' Association;recommended by the County Councils Association,and approved by the Ministry of Town and Country Planning","","","","United Kingdom","","Commons, Open Spaces & Footpaths Preservation Society","1950","","16 pages, 22 cm","346.41045","","","","English",""
"Ramblers' Association","","organisation","","Ramblers' Association [organisation] ; Council for National Parks [organisation]","011089831","Monograph","Language material ; Text","Volume","","","Meeting the challenges of the new millennium : a proposal for a wider New Forest National Park","","","","","","Council for National Parks","1998","","","307.12 ; 634.9","m01/33411","Forestry & agroforestry & sustainable forestry ; Regional planning ; Forests and forestry ; Urban planning & rural planning","","English",""
"Ramblers' Association","","organisation","","Ramblers' Association [organisation] ; Ravenshear, Arthur [person] ; Ravenshear, Eileen [person]","012020492","Monograph","Language material ; Text","Volume","GB7530594","9780900397318","Yorkshire Dales walks for motorists : 30 circular walks","","Walks for motorists series","","England","Harrow","Gerrard","1975","2nd revised edition, photographs by E. and A. Ravenshear","76 pages, 8 pages of plates, illustrations, 30 maps, 21 cm","796.51094284","X.709/30173","North Yorkshire--Dales--Recreations--Walking ; Walking--England--Yorkshire Dales National Park--Guidebooks ; Yorkshire Dales National Park (England)--Guide-books","Guidebook","English","Previous edition: published as 'Walks for motorists in the Yorkshire Dales'. Nelson : H. Gerrard, 1968"
"Ramblers' Association","","organisation","","Ramblers' Association [organisation]","015973481","Monograph","Language material ; Text","Volume","GBB1D3507","9780007464548","Short walks around Loch Lomond and the Trossachs : guide to 20 easy walks of 3 hours or less","","","","Scotland","Glasgow","Collins","2012","First edition","95 pages, colour illustrations, colour maps, 18 cm","914.1420486","YK.2013.a.4284","Loch Lomond and the Trossachs National Park (Scotland)--Guidebooks ; Walking--Scotland--Loch Lomond and the Trossachs National Park--Guidebooks","Guidebook","English","'Ramblers'--Cover"
"Ramblers' Association, West Riding Area","","organisation","","Ramblers' Association, West Riding Area [organisation]","008781941","Monograph","Language material ; Text","Volume","GB7831611","9780723221371","Further Dales walks for motorists : 30 circular walks with sketch maps","","Walks for motorists ; Warne Gerrard guides for walkers","","England","London","F. Warne","1978","1st revised edition","92 pages, 4 pages of plates, illustrations, 30 maps, 21 cm","796.51094284","X.708/21372","North Yorkshire--Dales--Recreations--Walking ; Walking--England--Yorkshire Dales National Park--Guidebooks ; Yorkshire Dales National Park (England)--Guide-books","Guidebook","English","Previous edition: Nelson : Gerrard, 1970"
"Randall, Nadine","","person","","Randall, Nadine [person] ; Rycroft, Ian [person] ; Norfolk Inspection Advice and Training Services [organisation] ; Utting, Jan [person] ; Norfolk (England), County Council [organisation]","012690369","Monograph","Language material ; Text","Volume","GB9494511","9781855261594","The broads : a study in land use","","National Curriculum geography. Key stage 3","","England","Norwich","Norfolk Educational Press","1994","","1 volume (loose-leaf), chiefly colour illustrations, maps, 31 cm + 1 video cassette","333.76160942617","Cup.938/255 ; LB.31.c.6593","Human geography--Study and teaching ; Norfolk (England) ; Land use--England--Broads, The ; Broads, The (England) ; Nature conservation--Economic aspects--England--Broads, The ; Economic geography--Study and teaching ; Tourism--Environmental aspects--England--Broads, The ; Countryside--Conservation","","English","At foot of cover: Inspection, Advice and Training Services, Norfolk County Council ; In ring binder ; Video cassette in front pocket"
