"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes"
"914.292504858","012305557","Monograph","Language material ; Text","Volume","GB9359108","9780709052487","Marsh, Terry","1943-","person","","Marsh, Terry, 1943- [person]","The summits of Snowdonia : a guide to the 600-metre mountains of Snowdonia","","","","England","London","Hale","1993","","191 pages, illustrations, maps, 22 cm","","Snowdonia National Park (Wales)--Guide-books ; Travel ; Gwynedd (Wales)","","English","bibliography: p185. - Includes index"
"914.292504858","012637200","Monograph","Language material ; Text","Volume","GB8440939","9780709014560","Marsh, Terry","1943-","person","","Marsh, Terry, 1943- [person]","The summits of Snowdonia : a guide to the 600-metre mountain of Snowdonia","","","","England","London","Hale","1984","","191 pages, illustrations, maps, 23 cm","X.809/61505","Snowdonia National Park (Wales)--Guide-books ; Gwynedd--National parks--Snowdonia National Park--Walkers' guides","","English","bibliography: p185. _ Includes index"
"914.292504859","008187687","Monograph","Language material ; Text","Volume","GB98Z4266","9789624218091","Collins, Martin","1941-","person","","Collins, Martin, 1941- [person]","Snowdonia : North Wales","","Insight compact guides","","England","London","","1998","","78 pages, colour illustrations, maps, 20 cm","YK.1998.a.5255","Snowdonia National Park (Wales)--Guidebooks ; Snowdonia (Wales)--Guidebooks","","English","Includes index"
"914.292504859","010750994","Monograph","Language material ; Text","Volume","GB9609714","9780863813382","Roberts, Geraint","1954-","person","","Roberts, Geraint, 1954- [person]","The lakes of Eryri","","","","Wales","Llanrwst","Gwasg Carreg Gwalch","1995","","256 pages, illustrations, map, portraits, 20 cm","YK.1996.a.6261","Lakes--Wales--Snowdonia ; Snowdonia National Park--Guidebooks ; Snowdonia (Wales)--Description and travel ; Travel ; Gwynedd (Wales)","","English",""
"914.29250486","008837695","Monograph","Language material ; Text","Volume","GB99V2060","9781898630135 ; 9781898630227","Williams, Merfyn","","person","","Williams, Merfyn [person] ; Moore, Jeremy [person]","Snowdonia : the official national park guide","","Pevensey National Park series","","England","Newton Abbot","Pevensey guides","2000","","112 pages, colour illustrations, 1 colour map, 25 cm","YK.2001.b.1704","Snowdonia National Park (Wales)--Guidebooks","Guidebook","English",""
"914.29250486","013070483","Monograph","Language material ; Text","Volume","GBA492186","9789812581822","","","","","","Snowdonia : North Wales","","Insight compact guide","","Singapore","","","2005","","128 pages, illustrations, 20 cm","","Snowdonia National Park (Wales)--Guidebooks ; Snowdonia (Wales)--Guidebooks","Guidebook","English","Includes index ; Previous edition: 1998"
"914.29250486","014494013","Monograph","Language material ; Text","Volume","GBA807082","9789812587848","Collins, Martin","1941-","person","","Collins, Martin, 1941- [person] ; Ford, Rebecca [person]","Snowdonia, North Wales","Snowdonia","Insight compact guide","","England ; Singapore","Basingstoke","GeoCenter","2008","Updated edition","78 pages, colour illustrations, colour maps, 20 cm","YK.2009.a.23857","Snowdonia National Park (Wales)--Guidebooks ; Snowdonia (Wales)--Guidebooks","Guidebook","English","Includes index ; Map and text on inside covers ; Previous edition: published as Snowdonia. 2005 ; Written by Martin Collins; updated by Rebecca Ford"
"914.29250486","015664996","Monograph","Language material ; Text","Volume","GBB0C0357","9789812823250","Ford, Rebecca","","person","","Dar, Alyse [person] ; Ford, Rebecca [person] ; Dreghorn, Catherine [person]","Snowdonia & North Wales","","Insight guides. Great breaks","","Singapore","","","2010","","128 pages, illustrations (chiefly colour), colour maps, portraits (some colour), 20 cm","YK.2012.a.8136","Snowdonia National Park (Wales)--Guidebooks ; Snowdonia (Wales)--Guidebooks","Guidebook","English","Includes index ; Map and text on inside covers"
"914.2925048612","015811794","Monograph","Language material ; Text","Volume","GBB1C7898","9781902302898","Burnett, Michael","","person","writer","Burnett, Michael, writer [person]","Walks around Coed y Brenin : near Dolgellau in the Snowdonia National Park","","","","Wales","Machynlleth","Kittiwake","2011","","40 pages, illustrations, maps, 21 cm","YK.2012.a.13404","Dolgellau (Wales)--Guidebooks ; Snowdonia National Park (Wales)--Guidebooks ; Walking--Wales--Dolgellau--Guidebooks","Guidebook","English","Cover title"
"914.2925048612","019347758","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB962947","9781845242909","Marshall, Des","","person","author","Marshall, Des, author [person]","Day Walks from the Slate Trail of Snowdonia","","Compact Cymru","","Wales","Llanrwst","Gwasg Carreg Gwalch","2020","","121 pages, colour illustrations, colour maps, 15 x 16 cm","","Walking--Wales--Snowdonia National Park--Guidebooks ; Snowdonia (Wales)--History ; Snowdonia National Park (Wales)--Guidebooks","Guidebook","English",""
"914.294","007237332","Monograph","Language material ; Text","Sheet","GB9485486","","","","","","Taff Trail Project [organisation]","The Taff trail : for walkers and cyclists. Talybont-on-Usk - Brecon","Llwybt taith Tâf : i gerddwyr a beicwyr","","","Wales","Aberdare","","1993","","1 sheet (8 pages)","YK.1996.a.15183","Travel ; Hiking--Wales--Brecon Beacons National Park--Guidebooks ; Cycling--Wales--Brecon beacons National Park--Guidebooks ; Brecon Beacons National Park (Wales)--Guidebooks","","English",""
"914.29404858","012628882","Monograph","Language material ; Text","Volume","GB8920992","9780706367164","Thomas, Roger","1947-","person","","Thomas, Roger, 1947- [person]","Brecon Beacons & Pembrokeshire Coast","","Great walks","","England","London","Ward Lock","1989","","176 pages, illustrations (some colour), maps, 26 cm","YC.1990.b.5958 ; YK.1991.b.3458","Pembrokeshire Coast National Park (Wales)--Guidebooks ; South Wales ; Hiking--Wales--Pembrokeshire Coast National Park--Guidebooks ; Hiking--Wales--Brecon Beacons National Park--Guidebooks ; Brecon Beacons National Park (Wales)--Guidebooks","","English","Includes index"
"914.29504859","007920489","Serial","Language material ; Text","Volume","GB9878710","","","","","","","Brecon Beacons & the heart of Wales","Premier guide to Brecon Beacons & the heart of Wales","Premier guides","","Wales","Kilgetty ; PO Box 9, Narbeth, Pembrokeshire","Lily","1995-","","volumes, colour illustrations, colour maps, 21 cm","ZK.9.a.5778","Powys (Wales)--Guidebooks ; Brecon Beacons National Park (Wales)--Guidebooks","","English","Description based on: 3rd edition (1997) ; Spine title: The premier guide to Brecon Beacons & the heart of Wales"
"914.2956","007399982","Monograph","Language material ; Text","Volume","GB8957246","9780711703636","Titchmarsh, Peter","","person","","Titchmarsh, Helen [person] ; Titchmarsh, Peter [person]","Brecon Beacons by car","","","","England","","Jarrold","1989","","32 pages","YC.1989.a.11757","South Wales--National parks--Brecon Beacons National Park ; Brecon Beacons National Park (Wales)--Guidebooks","Guidebook","English",""
"914.2956","007739345","Monograph","Language material ; Text","Volume","GB8959137","","","","","","Brecon Beacons National Park Committee [organisation]","Brecon Beacons National Park","","","","Wales","","Brecon Beacons National Park Committee","1987","","1 sheet","","South Wales--National parks--Brecon Beacons National Park--Visitors' guides ; Brecon Beacons National Park (Wales)--Guidebooks","Guidebook","English",""
"914.2956","007739348","Monograph","Language material ; Text","Volume","GB8959140","","","","","","Brecon Beacons National Park Committee [organisation]","Craig-y-nos country park = Parc Gwledig Craig-y-nos","","","","Wales","","Brecon Beacons National Park Committee","1987","","1 sheet","","South Wales--National parks--Brecon Beacons National Park--Visitors' guides ; Brecon Beacons National Park (Wales)--Guidebooks","Guidebook","English ; Welsh",""
"914.2956","008090611","Monograph","Language material ; Text","Volume","GB9002345","9780715391969","Brereton, J. M. (John Maurice)","1914-","person","","Brereton, J. M. (John Maurice), 1914- [person]","The Brecon Beacons National Park","","David & Charles Britain","","England","Newton Abbot","David & Charles","1990","","200 pages, illustrations, maps, 24 cm","YC.1990.b.4404","South Wales--National parks--Brecon Beacons National Park ; Brecon Beacons National Park (Wales)--Guidebooks","Guidebook","English",""
"914.2956","010304314","Monograph","Language material ; Text","Volume","GB6723655","","Great Britain, National Parks Commission","","organisation","","Great Britain, National Parks Commission [organisation] ; Brecon Beacons National Park Authority [organisation]","Brecon Beacons","","National Park guides","numbers 5 [National Park guides]","United Kingdom","","H.M.S.O","1967","","104 pages, illustrations, 22 cm","","","","English",""
"914.2956","011188477","Monograph","Language material ; Text","Volume","GB8519678","","Francis, Michael","","person","","Geographical Association [organisation] ; Francis, Michael [person] ; Lowson, Nigel [person]","The Brecon Beacons : the area of sheet 106 of the Ordnance Survey 1:50 000 map series","","Fieldwork location guides","number 4 [Fieldwork location guides]","England","Fulwood Road, Sheffield S10 3BP ; Sheffield","Geographical Association","1984","","33 pages, maps, 22 cm","X.329/19431","Powys--Brecon Beacons--Geography--Field studies--Sites ; Geography--Study and teaching--Wales--Brecon Beacons ; Brecon Beacons National Park (Wales)--Description and travel ; Geography--Field work","","English",""
"914.2956","011395322","Monograph","Language material ; Text","Volume","GB9683169","9781850584742","Hunter, David","1943-","person","","Hunter, David, 1943- [person]","Walking the Brecon Beacons and the Black Mountains","","","","England","Wilmslow","Sigma Leisure","1996","","x, 187 pages, illustrations, maps, 21 cm","YK.1997.a.2992","Walking--Black Mountains (Wales and England)--Guidebooks ; Walking--Wales--Brecon Beacons National Park--Guidebooks ; Brecon Beacons National Park (Wales)--Guidebooks","","English",""
"914.2956","011826980","Monograph","Language material ; Text","Volume","GB9011311","","","","","","Brecon Beacons National Park Committee [organisation]","A Look at Crickhowell, Powys","","","","Wales","","Brecon Beacons National Park Committee","1986","","1 sheet","YC.1990.a.3072","Powys--Crickhowell","","English",""
