"BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"018864127","Monograph","Language material ; Still image ; Text","Volume","GBB886630","9780857043221","Page, Mike","1940-","person","photographer","Young, Pauline, writer [person] ; Page, Mike, 1940-, photographer [person]","The Broads National Park from the air","","","","England","Wellington","Halsgrove","2018","","144 pages, colour illustrations, 23 x 24 cm","914.261700222","LC.31.a.23256","Broads, The (England)--Aerial photographs ; Broads, The (England)--Pictorial works","Aerial photograph ; Pictorial work","English",""
"018866615","Monograph","Language material ; Still image ; Text","Volume","GBB8G7176","9780995504233","Fraser, Harriet","","person","author","Fraser, Rob, 1962-, photographer [person] ; Fraser, Harriet, author [person]","Voices from the land : farming and landscape in the Yorkshire Dales","","","","England","","somewhere-nowhere press","2018","","67 pages, illustrations (black and white and colour), 20 cm","","YKL.2019.a.669","Cumbria (England)--Social life and customs ; Cumbria (England)--Pictorial works ; North Yorkshire (England)--Pictorial works ; Yorkshire Dales National Park (England)--Social life and customs ; Yorkshire Dales National Park (England)--Pictorial works ; North Yorkshire (England)--Social life and customs","Pictorial work","English",""
"018869892","Monograph","Language material ; Text","Volume","GBB890339","9781908632562","Fergus, Keith","1972-","person","author","Fergus, Keith, 1972-, author [person]","Mountain walks : the finest mountain walks in Loch Lomond & The Trossachs","Loch Lomond & The Trossachs","Top 10 walks","","England","Tattenhall, Cheshire","Northern Eye","2018","","64 pages, colour illustrations, colour maps, 15 cm","796.51094142","YK.2019.a.5101","Hiking--Scotland--Loch Lomond and the Trossachs National Park--Guidebooks ; Loch Lomond and the Trossachs National Park (Scotland)--Guidebooks","Guidebook","English",""
"018873018","Monograph","Language material ; Text","Volume","GBB8D5748","9781912261291","MacAndrew, Richard","","person","author","MacAndrew, Richard, author [person] ; Talfryn, Pegi, translator [person]","Gêm Beryglus","","Amdani","","Wales","Aberystwyth","Atebol","2018","","100 pages, 21 cm","491.6686","","Murderers--Wales--Brecon Beacons National Park--Fiction","Fiction","English ; Welsh","Cyhoeddwyd yn wreiddiol yn Saesneg = Originally published in English: Cambridge : Cambridge University Press, 2012"
"018874158","Monograph","Language material ; Text","Online resource","GBB8A7588","9781352000542","Stephenson, Graham","","person","author","Stephenson, Graham, author [person]","Core Statutes on Contract, Tort & Restitution 2017-18","","Palgrave Core Statutes","","England ; United Kingdom","London","Palgrave","2017","2nd","1 online resource","340","ELD.DS.286150","Law--Contracts ; Contract law","","English","Commercial Debts (Interest) Act 1998.- Contracts (Rights of Third Parties) Act 1999.- Countryside and Rights of Way Act 2000.- Postal Services Act 2000.- Powers of Criminal Courts (Sentencing) Act 2000.- Police Reform Act 2002.- Criminal Justice Act 2003.- Health and Social Care (Community Health and Standards) Act 2003.- Gambling Act 2005.- Mental Capacity Act 2005.- Companies Act 2006.- Compensation Act 2006.- Legal Services Act 2007.- Banking Act 2009.- Third Parties (Rights against Insurers) Act 2010.- Equality Act 2010.- Damages (Scotland) Act 2011.- Defamation Act 2013.- Consumer Rights Act 2015.- part II STATUTORY INSTRUMENTS.- Package Travel ; Designs and Patents Act 1988.- Housing Act 1988.- Road Traffic Act 1988.- Road Traffic (Consequential Provisions) Act 1988.- Employment Act 1989.- Law of Property (Miscellaneous Provisions) Act 1989.- Broadcasting Act 1990.- Contracts (Applicable Law) Act 1990.- Courts and Legal Services Act 1990.- Water Industry Act 1991.- Water Resources Act 1991.- Access to Neighbouring Land Act 1992.- Trade Union and Labour Relations (Consolidation) Act 1992.- Railways Act 1993.- Criminal Justice and Public Order Act 1994.- Criminal Injuries Compensation Act 1995.- Requirements of Writing (Scotland) Act 1995.- Broadcasting Act 1996.- Damages Act 1996.- Defamation Act 1996.- Education Act 1996.- Police Act 1996.- Contract (Scotland) Act 1997.- Protection from Harassment Act 1997.- Social Security (Recovery of Benefits) Act 1997.- Human Rights Act 1998.- Late Payment of"
"018886959","Monograph","Language material ; Still image ; Text","Volume","GBB8H9013","9781789261172","Blazer, David","1952-","person","author","Blazer, David, 1952-, author [person]","Legends of the Brecon Beacons : Colouring Book : a colouring book for creatives of all ages with fifteen original illustrations based on local myths and legends of the Brecon Beacons National Park and nearby areas","","","","Wales","","Little Bird Creative","2018","","31 unnumbered pages, black and white illustrations, 22 x 23 cm","","","Wales, South--Pictorial works ; Coloring books--Wales--Brecon Beacons National Park ; Legends--Wales--Brecon Beacons National Park--Pictorial works ; Brecon Beacons National Park (Wales)--Pictorial works","Pictorial work","English",""
"018887488","Monograph","Language material ; Text","Online resource","GBB8E3356","9781137606990","Stephenson, Graham","1947-","person","author","Stephenson, Graham, 1947-, author [person]","Core statutes on contract, tort & restitution 2016-17","","Palgrave core statutes","","England ; United Kingdom","London","Palgrave","2017","","1 online resource (308 pages)","346.4202","ELD.DS.288404","Torts--Wales ; Contracts--Wales ; Restitution--Wales ; Law--General ; Restitution--England ; Contracts--England ; Torts--England","","English",""
"018887493","Monograph","Language material ; Text","Online resource","GBB8E3358","9781137544773","Stephenson, Graham","1947-","person","author","Stephenson, Graham, 1947-, author [person]","Core statutes on contract, tort & restitution 2015-16","","Palgrave core statutes","","England ; United Kingdom","London","Palgrave","2017","","1 online resource (312 pages)","346.4202","ELD.DS.288409","Civil codes / Civil law ; Torts--Wales ; Contracts--Wales ; Restitution--Wales ; Restitution--England ; Law ; Law--Civil Law ; Contracts--England ; Torts--England","","English",""
"018925023","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB8L8859","9780956577955","","","","","Cochrane, Janet, editor [person]","The History Tree : Moments in the Lifetime of a Memorable Tree","","","","England","Whitby","North Yorkshire Moors Association","2018","","140 pages, colour illustrations, map (colour), 21 cm","","YKL.2019.a.12159","North York Moors National Park (England)","","English",""
"018939416","Monograph","Cartographic image ; Cartographic material ; Still image ; Text","Sheet","","9781911321019","Grogan, Tony","","person","","Grogan, Tony [person]","Yorkshire Three Peaks : Route Guide","","","","England","Shipley","Skyware","2018","","1 folded map, colour illustrations, colour maps, 42 x 30 cm","912.4284","Maps X.14941","Trails--Great Britain--Guidebooks ; Yorkshire Dales National Park (England)--Maps ; Hiking--Great Britain--Guidebooks","Guidebook ; Map","English","'Exploring the Yorkshire Dales National Park'--Cover ; Includes route profile and walk timings ; Relief shown by shading and spot heights"
"018958858","Monograph","Language material ; Text","Sheet","","","Great Britain","","organisation","","Great Britain, Central Office of Information [organisation] ; Great Britain [organisation]","Animals and birds of the Dartmoor national park","","","","United Kingdom","","","1970-","","1 leaflet","","PV-153-47","","","English",""
"018967525","Monograph","Language material ; Text","Sheet","","","Great Britain, National Parks Commission","","organisation","","Great Britain, Central Office of Information [organisation] ; Great Britain, National Parks Commission [organisation]","The Brecon Beacons National Park","","","","United Kingdom","","National Parks Commission","","","1 leaflet","","PX-28-9","","","English",""
"018991807","Monograph","Language material ; Still image ; Text","Volume","GBB950512","9781999740528","Collingwood, Josephine M.","","person","author","Collingwood, Josephine M., author [person]","Dartmoor : a timeless landscape","Dartmoor National Park ; official visitor guide","","","England","Okehampton, Devon","Tavicinity Publishing","2018","","110 pages, colour illustrations, 20 x 21 cm","914.235300222","YKL.2019.a.18781","Dartmoor National Park (England)--Pictorial works ; Dartmoor (England)--History--Pictorial works ; Dartmoor (England)--Pictorial works ; Dartmoor National Park (England)--Guidebooks","Guidebook ; Pictorial work","English","Includes index"
"018994959","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB8E1111","9781908632760","Kelsall, Dennis","","person","author","Dakin, Chiz, author [person] ; Kelsall, Dennis, author [person]","The Peak district : the finest walks in the Peak District National Park","","Top 10 walks","","England","Tattenhall","Northern Eye","2018","","64 pages, colour illustrations, colour maps, 15 cm","796.510942511","YK.2019.a.3196","Walking--England--Peak District National Park--Guidebooks ; Peak District National Park (England)--Guidebooks","Guidebook","English",""
"019010105","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB8E8062","9781911342274","Dyu, Lily","","person","author","Dyu, Lily, author [person] ; Price, John, author [person]","Brecon Beacons trail running : 20 off-road routes for trail & fell runners","","","","England","Sheffield","Vertebrate Graphics","2018","","1 volume, colour illustrations, colour maps, 18 cm","796.4280942956","","Brecon Beacons National Park (Wales)--Guidebooks ; Cross-country running--Wales--Brecon Beacons National Park--Guidebooks ; Mountain running--Wales--Brecon Beacons National Park--Guidebooks","Guidebook","English",""
"019021509","Monograph","Language material ; Still image ; Text","Volume","GBB8F4248","9781904622321","","","","","North York Moors National Park (England) [organisation]","Walks around Goathland : including Mallyan Spout & Wade's Causeway","","","","England","Helmsley","North York Moors National Park","2018","","25 pages, illustrations (black and white and colour), maps (black and white and colour), 22 cm","","YKL.2019.a.8210","Trails--England--Goathland--Guidebooks ; Walking--England--Goathland--Guidebooks ; Goathland (England)--Guidebooks","Guidebook","English","Title from cover"
"019021510","Monograph","Language material ; Still image ; Text","Volume","GBB8F4249","9781904622338","","","","","North York Moors National Park (England) [organisation]","Walks around Rosedale Abbey : including Bank Top and the Rosedale railway","","","","England","Helmsley","North York Moors National Park","2018","","23 pages, illustrations (black and white and colour) maps (black and white and colour), 21 cm","","YKL.2019.a.8209","Trails--England--Rosedale Abbey--Guidebooks ; Walking--England--Rosedale Abbey--Guidebooks ; Rosedale Abbey (England)--Guidebooks","Guidebook","English","Title from cover"
