"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"Twenty views of the Lake District","","003419612","Monograph","Language material ; Text","Volume","","","Smith, John","1749-1831","person","","Smith, John, 1749-1831 [person] ; Merigot, James, artist ; printmaker [person] ; George, IV, King of Great Britain, 1762-1830 [person] ; Curwen, J. C. (John Christian), 1756-1828 [person] ; Smith, John, 1749-1831, artist [person] ; George, III, King of Great Britain, 1738-1820 [person] ; Blamire, Richmond, publisher [person]","Twenty Views of the Lakes in Cumberland and Westmorland","","England","London","R. Blamire","1791-1795","","20 leaves of plates and four blank end-pages bound into a book, illustrations, 42 x 57 cm (oblong folio)","","1899.t.3","Westmorland (England)--1790-1800 ; Views--England--1790-1800 ; Etchings--England--1790-1800 ; Aquatints--England--1790-1800 ; Lake District National Park (England) ; Cumberland (England)--1790-1800 ; Lakes in art","","English","The plates generally in good condition with some foxing"
"Two villages, two valleys : the Peak District integrated rural development project 1981-88","","007794362","Monograph","Language material ; Text","Volume","","9780907543381","Parker, Ken","","person","author","Honey, Janet [person] ; Tricker, Mike [person] ; Parker, Ken, author [person]","","","","","Peak Park Joint PlanningBoard","1990","","","","q91/09157","","","English",""
"Tŷ-Mawr : The Lime handbook","","019047502","Monograph","Language material ; Text","Volume","GBB8G7248","","Gervis, Joyce","","person","author","Gervis, Joyce, author [person] ; Tŷ-Mawr Lime Ltd [organisation] ; Gervis, Nigel, author [person]","","","Wales","LLangasty","Tŷ-Mawr Lime","2009","","92 pages, colour illustrations, 24 cm + 2 folded leaves and 1 card","","","Lime industry--Wales--Brecon Beacons National Park ; Lime--Handbooks, manuals, etc","Handbook or manual","English","Title from cover"
"ULLS-WATER in PATERDALE","","017707016","Monograph","Still image ; Two-dimensional nonprojectable graphic","Sheet","","","Merigot, James","","person","artist ; printmaker","Merigot, James, artist ; printmaker [person] ; George, IV, King of Great Britain, 1762-1830 [person] ; Curwen, J. C. (John Christian), 1756-1828 [person] ; Smith, John, 1749-1831, artist [person] ; George, III, King of Great Britain, 1738-1820 [person] ; Blamire, Richmond, publisher [person]","Twenty Views of the Lakes in Cumberland and Westmorland","","England","London","June ; Publish'd ; R. Blamire, Strand, London","1792","","1 print, etching and aquatint, platemark 32.5 x 46.6 cm","","1899.t.3","Westmorland (England)--1790-1800 ; Views--England--1790-1800 ; Etchings--England--1790-1800 ; Lake District National Park (England) ; Cumberland (England)--1790-1800 ; Lakes in art","","English","Bound with the other plates from the series in quarter-bound red morrocco with the coverboard covered in marbled paper. The series was usually bound up with Clarke's Survey of the Lakes (Upcott, p.127; information from David Alexander) - for a copy see 004873747 in the Library's holdings"
"Unlock the outdoors","Cairngorms wild plants keys : Caledonian pinewoods : an outdoor learning resource for group leaders","019031182","Monograph","Language material ; Still image ; Text","Card","GBB8F8009","9781910212639","Diack, Gwenda","","person","author","Diack, Gwenda, author [person] ; Plantlife Scotland, publisher [organisation]","","","Scotland","Stirling","Plantlife Scotland","2018","","15 cards, colour illustrations, 1 map (colour), 21 cm","","YKL.2019.a.6235","Pine--Scotland--Cairngorms National Park ; Plants--Scotland--Cairngorms National Park--Identification ; Forest ecology--Scotland--Cairngorms National Park ; Forests and forestry--Scotland--Cairngorms National Park","","English","Title from cover card ; Weather-proof information cards, printed on both sides and bound with a metal ring"
"Unlock the outdoors","Cairngorms wild plants keys : mountains : an outdoor learning resource for group leaders","019024852","Monograph","Language material ; Still image ; Text","Card","GBB8F4266","9781910212646","Diack, Gwenda","","person","author","Diack, Gwenda, author [person] ; Plantlife Scotland, publisher [organisation]","","","Scotland","Stirling","Plantlife Scotland","2018","","15 cards, colour illustrations, 1 map (colour), 21 cm","","YKL.2019.a.8910","Mountain plants--Cairngorms National Park--Identification ; Mountain ecology--Cairngorms National Park ; Plants--Scotland--Cairngorms National Park--Identification ; Endemic plants--Cairngorms National Park--Identification","","English","Title from cover card ; Weather-proof information cards, printed on both sides and bound with a metal ring"
"Upland landscapes : what do people want, who wants it and can they have it all?","","015937561","Monograph","Language material ; Text","Online resource","","","Tinch, Dugald","","person","","Tinch, Dugald [person] ; University of Stirling [organisation]","","","United Kingdom","","University of Stirling","2009","","pages, digital, pdf file","333.73","529177","","","English",""
"Upper Swaledale walks","Yorkshire Dales : Upper Swaledale walks","013944497","Monograph","Cartographic image ; Cartographic material","Sheet","","9781851374175","Harvey Map Services","","organisation","","Harvey Map Services [organisation] ; Yorkshire Dales National Park Authority (North Yorkshire, England) [organisation]","","","Scotland","Doune, Perthshire","Harvey","2005","","3 maps on 1 sheet, both sides, colour, on sheet 43 x 63 cm, folded to 21 x 10 cm","912.4284","Maps X.9123","Swaledale (England)--Maps ; Yorkshire Dales (England)--Maps ; Walking--England--Yorkshire Dales--Maps ; Walking--England--Swaledale--Maps","Map","English","At foot of title: 8 walks around Keld, Muker, Gunnerside & Low Row ; At head of title: Harvey ; Includes detailed route information, location map and colour illustrations ; Panel title"
"Upton Castle grounds","","007064594","Monograph","Language material ; Text","Volume","GB8821034","","","","","","Pembrokeshire Coast National Park Committee [organisation]","Pembrokeshire Coast National Park. Walk series","","Wales","Haverfordwest ; Pembrokeshire Coast National Park Department, County Offices, Haverfordwest, Dyfed","Pembrokeshire Coast National Park Committee","1981","","16 pages, illustrations, maps, 21 cm","914.2962","","Dyfed--Cosheston--Castles--Upton Castle--Grounds--Visitors' guides ; Upton Castle Grounds (Dyfed)--Guide-books","","English",""
"VISITOR SURVEY ANALYSIS- EXMOOR NATIONAL PARK","","011772551","Serial","Language material ; Text","Volume","","","","","","","","","","","","","","","","","9240.975000","","","English",""
"Valley of Rocks, Lynton","","008806413","Monograph","Language material ; Text","Volume","GB9452511","9780948444258","Keene, Peter","","person","","Oxford Brookes University [organisation] ; Keene, Peter [person] ; Pearce, Brian, 1951- [person] ; Exmoor National Park [organisation]","","","England","Oxford","Thematic Trails","1993","","44 pages","554.235","YK.1994.a.15491","Devon (England) ; Geology","","English",""
"Victim of the Beacons : the story of little Tommy Jones","","006684274","Monograph","Language material ; Text","Sheet","GB9458720","","","","","","Raikes, R. D. [person] ; Brecon Beacons National Park Committee [organisation]","","","Wales","Brecon","Brecon Beacons National Park Committee","1993","2nd edition","1 sheet, illustrations, maps, portraits, 30 x 42 cm, folded to 30 x 14 cm","942.956092","HS.74/1041 (50)","Missing children--Wales--Brecon Beacons ; Brecon Beacons National Park (Wales)--History ; Jones, Tommy ; Children--Death","","English","Previous edition: 1972"
"Victim of the Beacons : the story of little Tommy Jones","","009361685","Monograph","Language material ; Text","Volume","","","","","","","Brecon Beacons National Park Committee [organisation]","","","Wales","Brecon","Committee","1972","","8 pages, illustrations, map, 21 cm","","BS:116/57","Jones, Tommy","","English",""
"Victim of the Beacons : the story of little Tommy Jones","","010543541","Monograph","Language material ; Text","Volume","GB7909207","","Brecon Beacons National Park Committee","","organisation","","Brecon Beacons National Park Committee [organisation]","","","Wales","Brecon ; Glamorgan Street, Brecon, Powys","Committee","1978","","8 pages, 2 illustrations, 1 map, portraits, 24 cm","942.956","BS.116/130","Jones, Tommy ; South Wales--Brecon Beacons--Jones, Tommy--Death","","English",""
"Victim of the Beacons : the story of little Tommy Jones","","013063482","Monograph","Language material ; Text","Sheet","GBA488948","","Brecon Beacons National Park Authority","","organisation","","Raikes, R. D. [person] ; Brecon Beacons National Park Authority [organisation]","","","Wales","Brecon","Brecon Beacons National Park","1999","2nd edition","1 folded sheet (6 pages), illustrations, maps, portraits, 30 cm","","","Brecon Beacons National Park (Wales)--History ; Jones, Tommy ; Missing children--Wales--Brecon Beacons","","English","Based on an article by R.D. Raikes, the Brecon and Radnor Express; reports in the Brecon County Times for 1900; and material supplied by Idris Jones, A.W. Leonard, K.M. Martin. N.H.E. Phillips and R. Mackintosh ; Originally published : 1972"
"ViewPoint to the future : up for consultation : the plan for the future of the park","","013461269","Monograph","Language material ; Text","Volume","","","","","","","Cairngorms National Park Authority [organisation]","","","Scotland","Grantown on Spey","Cairngorms National Park","2006","","10 pages, colour illustrations, 30 cm","333.783094124","m06/.21247","","","English","Title from cover"
"Viewpoint to the future","Cairngorms National Park","013463228","Monograph","Language material ; Text","Volume","GBA645658","","","","","","Cairngorms National Park Authority [organisation]","","","Scotland","Grantown-on-Spey","Cairngorms National Park Authority","2006","","10 pages, colour illustrations, 30 cm","","","National parks and reserves--Scotland--Cairngorms--Management ; National parks and reserves--Scotland--Cairngorms--Planning","","English","Cover title"
"Viewpoint to the future","Cairngorms National Park","013887458","Monograph","Language material ; Text","Volume","GBA772306","","","","","","Cairngorms National Park Authority [organisation]","","","Scotland","Grantown-on-Spey","Cairngorms National Park Authority","2006","","10 pages, colour illustrations, 30 cm","","","National parks and reserves--Scotland--Cairngorms ; Cairngorms National Park (Scotland)","","English","Cover title"
"Visit Winchester : visitor guide","","016491530","Serial","Language material ; Text","Volume","GBB541048","","","","","","","","","England","Winchester","Heart of Hampshire Destination Management Partnership ; Visit Winchester","-2014","","illustrations (colour), colour maps, 21 cm","914.22735","ZK.9.a.14241","South Downs National Park (England)--Guidebooks ; Winchester (England)--Guidebooks ; Winchester (England)--Description and travel--Periodicals ; South Downs National Park (England)--Description and travel--Periodicals","Guidebook ; Periodical","English","Continued by: Visit Winchester and the South Downs National Park ; The 2014 issue includes a pull-out brochure on the South Downs National Park Hampshire area"
"Visit Winchester and the South Downs National Park","","017160074","Serial","Language material ; Text","Volume","GBB549857","","","","","","","","","England","Winchester","Heart of Hampshire Destination Management Partnership ; Visit Winchester","2015-","","illustrations (colour), colour maps, 21 cm","914.22735","ZK.9.a.14597","South Downs National Park (England)--Guidebooks ; Winchester (England)--Guidebooks ; Winchester (England)--Description and travel--Periodicals ; South Downs National Park (England)--Description and travel--Periodicals","Guidebook ; Periodical","English","Continues: Visit Winchester"
